,text,airline_sentiment
3160,@united (12) thanks but does not answer my question. i want to make a reservation over the phone in perth hold for 24hrs and have family,-1
3161,@united it was not a delay so much as a straight cancelled flightlation. weather was not an issue either.,-1
3162,@united thanks for ruining my wedding anniversary. flight ua4904 from ewr to rdu is delayed by over 3 hours and will reach home the nxt day,-1
3163,@united cancelled flightled my flight for some unknown reason and have not really given me anything to make my overnight layover tolerable,-1
3164,@united the only difference being you are both responsible and in a position to do something about them. learn from @delta,-1
3165,@united yes my flight was rebooked. I am just losing trust in you if i want to get anywhere on time.,-1
3166,@united thanks keep up the good work,1
3167,@united  4 reflight booking problemss in last 2 days and each time united wait time was lt;5 seconds! kudos to you for excellent customer service!,1
3168,@united any solutions?,-1
3169,@united what do you have in mind?,0
3170,@united I am over you. evry 1st flight i take w you is delayed amp; evry 2nd is on time so its missed evry time. lastflightofthenight breakup,-1
3171,@united i did they did not.  i did submit a complaint on line and never heard back from that  i do not have that id you should find it,-1
3172,@united it is cool. your customer told me they did not care either. it is expected,-1
3173,@united is freaking worthless. i hate this airline. ,-1
3174,@united not once did us3645 leave ord on time this week shameful,-1
3175,@united very missed daughter suppose to dpt ord @5:59pm  dpted  8:30pm checked weeks average for ua3645 shameful!  7 day average 7:54pm,-1
3176,@united i understand why the pilot would get on the plane but why 1st class?  there were 5 empty coach seats near me?  I am a premier 1k?,0
3177,@united fantastic night of waiting 3 hours for a delayed airplane only for you to alert us flight is cancelled flighted when it lands. whatstatus,-1
3178,@united can someone at the airport in portland or buy a ticket to be picked up and used 2days late flightr by other from perth australia? thanks,0
3179,@united they did on a delta flight out of lax which is why i should be compensated for my rental car there.,-1
3180,@united what happens on 9:11 a.m. of 911 2spooky 4me m8 such spook much scare,0
3181,@united i missed it. set up in a hotel. flights delayed in sfo for 6 hours. missing all the wedding festivities of my friend. ,-1
3182,@united sent you my confirmation via dm. thank you very much,1
3183,.@united board customers onto a plane with no pilot? the only thing that expedited was my time in line to book a new flight. come on now.,-1
3184,@united that would be great  1k us651621,1
3185,@united stuck on tarmac for the last hour. can i have a beer?,-1
3186,@united recent services have been very bad. my nc trip was aweful. very disappointed and never again.,-1
3187,@united it is freezing on the gate bridgewaitingforbagsunitedewr,-1
3188,@united landed at 9:40pm and have been standing waiting for bags that were loaded plane side..why is not the crew heretiredcustomer,-1
3189,@united @dmb41shows i need this plane to get to buffalo so i can leave tonight. any progress?,-1
3190,@united i was rebooked however it would have been nice not to have to wait an extra 90 min at the airport.  how will you make this right?,-1
3191,@united enough already with the poor service old planes ridiculous routing. 1k and time to find a new airline with status match.,-1
3192,@united after waiting for over an hour we finally board the airplane only to find out we have to call maintenance. and this plane is cold.,-1
3193,@united broke my suitcase amp; refuses to give me a repair estimate. ,-1
3194,@united how do you have a scheduled flight with no crew? is there a competent person working at this airline?,-1
3195,@united can you help 689 in chicago get to a gate. freezing on a runway seems like a crappy thing to do at 9pm,-1
3196,@united @hiltonworldwide @caravannyc @maysvillenyc let us go! join me on my first trip back to nycas a tourist: ,0
3197,@united thanks kp.  what is going on w4840 tonight.  bad update online and phone. cannot u give customers good info. not waste their time?!,-1
3198,@united just got my lost kindle in the mail! thanks again.,1
3199,@united is z and d code airfare refundable?,0
3200,@united no did not notice i was 38a until start of boarding. assumed i was 8e. by time boarding started gas had cleared standbys full flt,0
3201,@united 4840 you knew this flight was delayed! mht to alb to ewr to get crew. your arrival is late flightr than the departure! update your site!,-1
3202,@united 4840 wtf! why cannot you update your times in a timely manner? you have known the fight was more delayed! ur service is awful! @cnn,-1
3203,@united want to book a multicity fare. have miles for 1of 2 flights. an option to pay for 1st flight with miles 2nd with ump visa? thanks!,0
3204,@united waiting on plane so long missed my connecting flight it left early. that is the last flight out tonight. help ,-1
3205,@united ord gate c25 and flt 619  remember when customers were valuable? is it so hard to be nice to someone lugging a guitar amp; carryons ?,-1
3206,@united worst service ever. denied access to our flight and then moved flight 6 times. how hard is it to schedule a gate? @delta next time.,-1
3207,@united I am in denver my bag is in san jose. see something wrong here.,-1
3208,@united you know it is bad when you are praying your connecting flight is delayed because of an hour delay on the first flight justgetmehome,-1
3209,@united playing hide and seek with the gate. we cannot find it it should only be a few more minutes.,-1
3210,@united so our flight into ord was delayed because of air force one but the last flight to sbn is at 8:20 5 mins from now we just landed.,-1
3211,@united your flights are really cheap what is the catch,0
3212,@united lgjw7b. i voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8b. res agent said she would reserve it for me,0
3213,@united 5.5hrs late flightr and you still cannot figure it out. random text updates. embarrassing ua3728 ,-1
3214,@united stop picking on us cle ,-1
3215,@united booked flight in sept to get best price for april to usa checked now and they are 67 cheaper what a con unhappy customer ripoff,-1
3216,@united too big to properly manage flight times. there is such a thing as being on time. or at least prepared with a gate when we land!,-1
3217,@united I would rather have the truth about my flight than be forced to sit here all day. trying to get home to this. ,-1
3218,@united leaving soon. thanks!,1
3219,@united another delayed day. delayed outbound. delayed inbound and now waiting at ewr for a gate to be ready. how is it not ready!??,-1
3220,@united cancelled flighted my mileage plus award reservation g6455c same day. have yet to see my miles back despite agent confirmation.,-1
3221,@united my partner and i booked individual reservations for same flight. i have pr. silver  can he share my premier privileges somehow?,0
3222,@united 3 gate changes in 30 minutes for flight to roanoke and flight to sous falls in ohare... painful,-1
3223,@united this is nuts they said a flight was on the ground now it is still in albany and they will not have a plane.  someone is compensating me,-1
3224,@united doumented via link. however now that it has been over four months with no response what do you suggest? or shall i not expect one?,-1
3225,@united what?! you all have zero concept of customer service. oh...and now my connection is delayed too!,-1
3226,.@united just curious why you had board a flight without a pilot. seems crucial to the flight process no?,-1
3227,@united sent dms,0
3228,@united just changed again.  this is crazy! youragentshavenoclue ,-1
3229,@united never can get a flight out on time. 4 hour delay earlier another hour delay on my connecting flight. makes 10 straight delays,-1
3230,@united bc of your delay now you are oversold by 14 passengers?!??? this is a mess! what are you going to do to compensate?,-1
3231,@united  blamed weather lol 78 no wind and not a cloud in the sky!! delayed both ways 4x!! ru kidding me to charge me for 1.5lb w8 delays?,-1
3232,@united be worse?oh you cannot! delayed with no reason on the way to lon;flight cancelled flighted with no reason less than 2 days before returning.,-1
3233,@united flight 4841...3 gate changes on top of this.  really hoping you can compensate with some pointsmileage to my account!,-1
3234,@united should contact me and the others on my flight who cannot get their website to work. none of our info is valid! ,-1
3235,@united over an hour stuck and still not off the plane. total failure by you and your partners in ensuring the best customer experience.,-1
3236,@united line up @iah iah @airlinegeeks avgeek ,0
3237,@united silence is very telling,-1
3238,@united thanks for the 2hr delay and then no ground crew when we landed. at least you did not break my ,-1
3239,@united bought a round trip to chicago two days ago...today the same flight is half that! is there any way for me to get that discount??,0
3240,@united am i illiterate or is there a magic code to make your customer service site work? ,-1
3241,@united worst airline ever! staff is nasty wifi down bags are delayed due to weather?? and now the belt is broken. selling ual stock in am,-1
3242,@united stars and bars @iah a320 @airlineguys @airlinegeeks avgeek ,0
3243,@united I am confused. after your @dullesairport agents directed us to go to your website after delays nothing works! ,-1
3244,@united had wonderful on time flights from ogg to msn lost rx eyeglasses (thick) in the admiral club in chicago this morning. found?,1
3245,@united 50 minute wait...still at the gate with a broken jetway. might miss connection,-1
3246,@united: @robcnyc see information on our boarding process:  kp. i get group 1amp;2. just no reason on 35.,-1
3247,@united in bogota with no wallet is no fun. :(,0
3248,@united lost my wallet on flight 1007 yesterday from houston to bogota. filled out your online form. no response yet.,-1
3249,@united one hour after departure time and still no update!,-1
3250,@united i am now following you and see that i am not the only one experiencing and noticing a substantial downgrade in service post merger,-1
3251,@united 40 minutes waiting at the gate for the broken jetway. different gate maybe?,-1
3252,@united how can you never got a flight from austin to houston in time for a connection ever? ever!,-1
3253,@united got it right with the safety demonstration! corporate but funny reserved but not corny  as a ,1
3254,@united now sitting on the tarmac for a half hour after landing because your jetway is broken. 2daysofunitedfailures 1thingafteranother,-1
3255,@united look at the twitter history  as usual service non existent,-1
3256,@united thanks for the reply. i have been in contact with customer care to get clarification on this issue.,1
3257,@united i will give it a couple more weeks. thank you.,0
3258,@united make sure you make cancelled flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few  more,-1
3259,@united how is this considered on time if it is arriving at destination half hour late flightr than scheduled? ,-1
3260,@united thanks for trying to take my money without notice. in any other industry you cancelled flight a service a refund is issued. cont,-1
3261,@united and there is no direct phone number for status match desk? i really regret flight booking problems with @united now.,-1
3262,@united yet again you disappoint. sitting at iad for ua3728 for 3.5hrs and you cannot seem to know why the plane has not left albany. fail,-1
3263,@united still sitting here waiting for a plane....4 hours wasted,-1
3264,@united thanks for the help. wish the phone reps could be so accomidating,1
3265,@united line is just getting longer and moving slower. lady working the counter is doing great she just needs help. customerservicefail,-1
3266,@united an update on flight 5979 would be great!,-1
3267,@united wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space frustrated,-1
3268,@united what is the problem with your flights to ny today,-1
3269,@united flight was too heavy so had to fly back to palm springs (after being in the air for 30 mins),-1
3270,@united your boarding process sucks. you should learn from @southwestair,-1
3271,@united ouch delays due to mechanical issues again qro will have to wait! yall seem to be falling apart alwaysdelayed unitedfail,-1
3272,@united my fingers are crossed that they are more capable of getting baggage from point agt;b than united airlines!,-1
3273,@united what happened this afternoon? huge amt of incoming planes to sfo delayed over 12 hours.frustrating!,-1
3274,@united not about being on my way or impatience on my part...it is about you being untruthful and not having proper systems in place,-1
3275,@united can you maybe have more than 1 person working customer service desk in houston airport? line 3 rows deep 1 person working,-1
3276,@united I will stick with my united flight. thanks though. effort is much appreciated.,1
3277,@united  your survey is too long.  i fly a lot of segments and I will fill it out after every trip but not if it takes more than a minute.,-1
3278,@united can you you think about hiring some baggage attendants at ewr? been waiting for bags for 1 hr. united  overchargedamp;underserved,-1
3279,@united fair enough. i do not usually rant but it is good to know someones listening. :),1
3280,@united are you telling me that you are now cancelled flighting my flight ??,-1
3281,@united would be hard to be worse than last time but I am sure you you will give it a shot,-1
3282,@united thank you for the delta transfer. will my bags go too?,1
3283,@united: @sonyasloanmd happy to have had you on board. please share details here:  kp done!,1
3284,@united service staff to is less than friendly!,-1
3285,@united happens every time in and out of newark.,0
3286,@united can you transfer my bags too?,-1
3287,@united i am a comedian and i promise i will make fun of you on stage tonight.,-1
3288,@united tried to and got through the whole 2000 characters and i was not even done.,-1
3289,@united we were able to get on the moon flight! just got to our hotel in puerto rico! thank you!,1
3290,@united you had us reboard without the captain.  so now we will be sitting in here for another 20 min? ,-1
3291,@united on flight 1712 to houston delayed duecto engine trouble. willl you hold my connection to argentina at houston since I am late flight now?,-1
3292,@united @annricord great! appreciate it,1
3293,@united i was well taken care of thanks. I have already been sent a survey request amp; I will share my positive experience (despite delay),1
3294,@united thanks! everything aok now.,1
3295,@united dm sent. thanks so much for the strong customer service!!,1
3296,@united just delayed my flight to slc by 2.5 hours. what gives? snowforce,-1
3297,@united ok thanks. i sent you a dm too. you can disregard that.,1
3298,@united so excited i was put on an earlier flight to get home! woo hoo! travel ,1
3299,@united your airline is a joke. 1 person working special services at ewr?!? line is 15 ppl deep. grow up!,-1
3300,@united more concerned that you close a club i paid alot for at 10.  last flight 11:15p.  the construction going on is very inconvenient.,-1
3301,@united perfect! thank you!,1
3302,@united care less about the person  although he walked away while i was complaining.  a man at 10p at lax club.  more.....,-1
3303,@united smiling? not!!,-1
3304,@united worst airline in the world8 delays gate agent loses her mind over 1.5 lbs and charges me 100 on top of the 25 i already paid!!,-1
3305,@united will i make it with the delay?,0
3306,@united @bwood we had prefer everyone hear our complaints amount your airline,-1
3307,@united why do you bother surveying me!,-1
3308,@united  I am on standby for my connecting flight. 1st on the list.  nudgenudge I am told there are four slots open. save it for me.  please.,0
3309,@united worst airline ever after 70 legs of travel i am officially done.  on time is not in their vocab.  I am taking my premier status to a,-1
3310,@united looking back  never heard from anyone  i had to call and frankly got standard sop  still think about it today,0
3311,@united donna and juan still the best in the united club too bad ual does not get it,-1
3312,@united i am on 1528 and my connecting flight is 909,0
3313,@united just got interrogated at the united club chicago. unitedairlines rude poorform,0
3314,@united i just want to contact someone with a question amp; not be put on hold for 5 minutes in order to be hung up on or sent to the pet line,-1
3315,@united can i access frankfurt arrival lounge when I am flying global first class?,0
3316,@united keeps delaying my flight horrible customer service,-1
3317,@united has the best pilots ever thank you guys for the great trip thatisall,1
3318,@united  i really down think downgrading the boozefood selections at the club is a good way to go.  how about you look @aircanada?,-1
3319,@united you guys are atrocious.  far better service as silver on delta than you as a platinum.  I will be switching back to delta.,-1
3320,@united i will thank you!,1
3321,@united thanks for making sure they hear the message!,1
3322,@united @ntrustopen can i go  golfunited,0
3323,@united i got an email from cust. care for an issue i had offering me a voucher. how do i claim that? i emailed back but got no reply. dm me,0
3324,@united i have and been denied! i called and got hung up on. did speaks with manager on second call,-1
3325,@united club den east or west both are disgusting. ,-1
3326,@united installed and working are not the same. kicked me out after an hour and would not let me back in. four wasted hours.,-1
3327,@united i would like to know if its possiable to checkin online or must it be done at schiphol?,0
3328,@united how do you go fr silver elite for two straight years to group 5 all the time?  i get no group 2 but maybe 3 or 4?  what is up?,0
3329,@united that is what i tried to do but when entering email into 2nd device made email typo. no way to fix it amp; no option to log outin!!!,-1
3330,@united what delivery service do you use? I would like to call them myself.,0
3331,@united so the 46hrs that you told me was what? a guess?? they have apparently had the bag 20hrs now and no call.,-1
3332,@united  my home for the next 8.5 hrs. 777 gfc! :) ,1
3333,@united thank you.,1
3334,@united @perfectomobile i have to admit that not only the app is good but have lots of useful func (such the live seat map). congrats,1
3335,@united still waiting 4 our bags. web still cannot tell me its location . how come @ups @fedex can tell u at any given minute where it is?,-1
3336,@united seriously? after waiting 2 hours on the plane for my 10:20 flight to leave at 3pm i have to leave the plane? great. just great.,-1
3337,@united kind of cool to run into your boss man at sfo. ,1
3338,@united got a call. bag is to be delivered tonight. thanks for your reply!!,1
3339,@united global first class lounge ord menu. yummy! ,1
3340,@united pleasantly surprised with quality of service and flight.flew lgacleden. friendly crew. love the concept of byod worksnicely,1
3341,@united we like hearing from you. so why have not you replied to my tweet andor email yet? ,-1
3342,@united rude grouchy agent at dulles checkin just got my 19 hour trip off to a lousy start. he needs a nap or something.,-1
3343,@united 1k use to be special.  80 people in group one.   why not board global and 1k together? ,-1
3344,@united thats because you didnt read my entire tweet. wifes 12pm flight is now delayed to 6:30.  thats 3 6 hour flight delays in 2 weeks,-1
3345,@united as it always is. helps to communicate to customers.,-1
3346,@united I am not as sure as you are. ,-1
3347,@united how does that help me with my customers that i could not meet with (and subsequently lost)?,-1
3348,@united thank you. i will address it with them,1
3349,@united problem is on laptop not phone,-1
3350,@united question  was given food vouchers but cannot use on plane..how   come,-1
3351,@united it is cool. i did not need to go to work today. or get home to make sure my house is ok in the 30 wind chill.,0
3352,@united please reroute oregon womens tennis to santa barbara. there is supposedly another connection from la.,0
3353,@united the wifi in the ewr lounge reminds me of the old days of dial up,-1
3354,@united needs to pay for my car. i could have been on my flight if 4 help desks did not say it already left. shame.,-1
3355,@united too long for 140 characters,-1
3356,@united bossf was in between waivers. business cancelled flighted due to weather beforeafter. no flexibilitycompassion in extreme circumstances  ,-1
3357,@united tried that already amp; tried forgetting the wifi network connection. still forces log in with incorrect email. other suggestions?,-1
3358,@united i see you tweeting as little as 7 min ago. are you just ignoring my cs request? cantlogoutofunitedwifi,-1
3359,@united or did you mean 2426?,-1
3360,@united has it been 46hrs yet?,-1
3361,@united anyone awake? paying for wifi on iphone when need to be using it on laptop. logout option for wifi in flight? time is wasting!,-1
3362,@united does a great job of answering public messages. direct private messages not so much.,-1
3363,@united i work in customer support extremely saddened united will not waive change fee for flights i had to cancelled flight due to east coast storms.,-1
3364,@united how is my refund coming along??,-1
3365,@united another fcking delay in the past 32 hours!?,-1
3366,@united online inchecking able in the netherlands (ams)?,0
3367,@united 777 from sfo to hnl with zero entertainment systems???!!!youareonyourown,-1
3368,@united how do you log out of wifi in flight? do not see any option and made typo when logging in. help!!,-1
3369,@united when will you have special promotions for flights departing newark nj to st. johns antigua?,0
3370,@united flight ua5631 from sfo to burbank has been delayed twice now. still no plane in sight. get it together.,-1
3371,@united just saying the truth. you do not even an email! 2015,-1
3372,@united mr she is on her way now but thought id detail the extravaganza for you... dobetter please ,-1
3373,@united hi if a premium ec upgrade was paid for amp; then a mileage bf upgrade done is the prem eco upgrade fare refunded?,0
3374,@united deaffriendly? getting there. read your review on  ,0
3375,@united we followed the baggage rules on your website and was still charges 150. but only going one way,-1
3376,@united i sent you a dm hours ago,-1
3377,@united need to track lost luggage being shipped to me. need ph  for human. not automated 8003352247.,-1
3378,@united dm the conf  to you  did you receive it?,0
3379,@united no it weighed 45.5 and it was the only checked bag,-1
3380,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an erj145.,0
3381,@united nonrefundable hence i wrote 200! does not make sense for my 150 credit. nothanks,-1
3382,@united your website was down all day yesterday tried 3x put all info inamp;didnt go thru today the flight i bought went up!,-1
3383,@united you do realize my wife is waiting on a delayed flight at this very moment.  I am not sure i understand your tweet.,-1
3384,@united I am a minor and freaking out bc i might not make my connecting flight to hawaii so yes I am frustrated,-1
3385,@united so sorry. i ended up on us air flight. thank you though for getting back to me:),1
3386,@united i have been denied. not sure how you charge 150 one way then 25 on way hime,-1
3387,@united @estellevw does she need to complain on twitter for the refund or is it autoapplied?,0
3388,@united even so change could not be made  online instructed to call an agent maybe the syastem should allow agents 2 link passengers!,-1
3389,@united case id 8544484,-1
3390,@united no i have a pricey chase mileage plus cc.,0
3391,@united your airbus a320 seats are awful. they do not recline.,-1
3392,@united to dm you i have to follow you and I am not doing that. plus they are no more options. that is why i had to fly with you. epicfail,-1
3393,@united  great way to start my vacation with an on time departure! looking forward to my global first class suite!,1
3394,@united i have 2d and 3d embossed badges and patches superior to the ones you are currently using. ,0
3395,@united  why am i sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? keepusguessing isthisyourfirsttry,-1
3396,@united thank you for responding so promptly! i look forward to the 240 kms drive to the office to file a claim.,1
3397,@united that would be great,1
3398,@united death in the family cannot make flight tomorrow. phone rep quoted 440 per person fee which is almost the cost of ticket. help?,0
3399,@united of the airplane otherwise they would call the police because the flight had to take off before 12h30am,-1
3400,@united @perfectomobile huh?  i have sent 16 crash reports in feb alone.  8 in one day.  only app i have that consistently crashes.,-1
3401,@united i was abused  threatened and forced to travel in a lower cabine (last seat) in yesterdays flight from houston to sao paulo,-1
3402,@united you are welcome.,1
3403,@united contacted yesterday and was told that there is nothing they can do  they suggested i email for some compensation ??? cust service???,-1
3404,@united I am a ua 1k. i think it is @iamtedking who was looking for help,0
3405,@united  res  0167560070877     fsqthg   thanks,0
3406,@united unfortunately that does not help. just an automated computer.,-1
3407,@united flt 1583 ewr to sfo excellent service. friendly flight attendants. made the 6am flight a very good start to the day.,1
3408,@united yes ! :d (y) from @therealaviation on instagram :),1
3409,@united @perfectomobile you really should not use the word crashing. just sayin.,0
3410,@united airlines delayed our flight on the way to chicago and leaving chicago. next time @delta it is.,-1
3411,@united they inquire and then do nothing about it...pretend theyre interested. responded to your dm and no response back...,-1
3412,@united need assistance to change flight to get to an ailing parent..have flight leaving tuesday need to change asap to sooner custserv,0
3413,@united i must stop my relationship with you. you have become greedy and heartless and our long term relationship is over,-1
3414,@united your customer service is lacking and you owe me a @gopro camera. i also appreciate not being interrupted every time i speak thanks,-1
3415,@united you need to follow me i order for me to dm....,0
3416,@united can i get a refund? i would like to book on a better airline.,-1
3417,@united whom can i call to discuss  as i was told that united has no phone contact with passengers   this is absurd...,-1
3418,@united messaged you as requested and called your baggage team again. it is still in newark. please help or let me know next steps!!,-1
3419,@united airlines is changing mileageplus program march 1 ,0
3420,@united there is only one club at lax   in terminal 7 across from gate 71,0
3421,@united @perfectomobile definately not an award for employer of the year united13,0
3422,@united i guess that is not the busiest route so based on trafficfuel costs regional jet is the decision but still not great 4 travelers.,-1
3423,@united flight delayed 40 minutes in ord because plane didnt have all the food. that should be fixed in the future. its a dumb delay.,-1
3424,@united  need to change flight from this tuesday to sooner to attend to ailing parent in fl need help!! custserv,0
3425,@united need to chat with an actual human asap!,-1
3426,@united i have already emailed but i did not know if it was more expedient to contact you here. please advise. thanks.,0
3427,@united i got an email saying changes to my mileageplus account are confirmed but i did not make any changes. help?,-1
3428,@united yes when i landed.,0
3429,@united joni did a great job on flight 5653 to lax. thanks for a great flight.,1
3430,@united so far so good. just stepped down in denver. next stop portland!,1
3431,@united 310 disappointed in the service. will be missing my connection after over an hour delay  cramped seats. at least their app is good,-1
3432,@united what a joke. hang up on customers!!,-1
3433,@united over charged me one way for baggage.find out others leaving pittsburgh with same equipment were not charged just hung up on me!!,-1
3434,@united orthodoc oncall to inflight! glad to have been of service!,1
3435,@united so publicly you asked for details on my flt. sent you a dm like you asked and have yet (2 days) to hear from you. unitedfail,-1
3436,@united flight attendant regains karma by giving big sweaty dad cold water. guy was running amp; carrying his daughter.  last one onboard.,1
3437,@united really hoping to get some help here.  on my 5th attempt to get a resolution and lost count of transfers.  help please! mileageplus,-1
3438,@united @iamtedking  click lounges tab. need to be flying on supported sa airline,0
3439,@united i sent you a dm with my file reference number.. i just want to know if someone has located my bag even if it is not here yet.,-1
3440,@united i just want shout out a thank the pilots and staff on the feb 13 flight from newark to boston at 4:40pm.  they were super helpful!,1
3441,@united can you help from there? ua4935 cannot take off without missing galley cart that no one can find. pax all seated for last hour.,-1
3442,@united for my grandma ellas 80th she would love a birthday greeting from your flight crew! she was a stewardess for eastern airlines.,0
3443,@united is hiring  flight dispatcher  chicago il (network operations centerl) ,0
3444,@united that doesnt make any sense. ive been 1k for over 5 years and youre making it harder to keep me loyal.,-1
3445,@united have all 747400s been updated with power outlets and seatback tvs yet? flying ord to tokyonarita on the 28th,0
3446,@united i need you to get my cousin to pdx she is on 2 days of travel now and we have had to hire other sitters til she arrives thx for that,-1
3447,@united keep the flights cheap and earlyon time and you are good. flew @americanair  and cancelled flightled my flight 4 times last month. unitedgt;,1
3448,@united the premier desk was able to rebook me with our friends at @americanair. only problem is now i have to pay for a checked bag :,-1
3449,@united i did and as i thought nothing happened,-1
3450,@united I am not booked on a 1:30 return flight..,-1
3451,@united the flt to ord is correct.  per my dm it is the flight from ord to cvg i was charged for incorrectly,-1
3452,@united you need to change the way customer service is handled! i have been waiting for a supervisor to contact me for 17 days what gives?,-1
3453,@united i need to talk with an actual person about missing luggage. please advise on how to make that happen.,-1
3454,@united i know i can see that too but now estimated time of dep. is 10am. i do not understand why there was not a better estimate 3 hrs ago,-1
3455,@united any news?,0
3456,@united where we trick you into making us look popular on twitter by being the worst airline wellplayed jokesonus,-1
3457,@united why do i have to request refund? why charge twice in first place?,-1
3458,@united I will be calling soon but going tomorrow like it shows on the app is not a good option,-1
3459,@united ive filled out the form twice. no email. i have a lost item code. can you verify it was received?,-1
3460,@united message sent. thank you!,1
3461,@united that is what i have been told. but refund does not really makeup for the inconvenience caused and the missed meeting... does it?,-1
3462,@united this is the  year for van gogh fans to visit europe,0
3463,@united @americanair this is the  year for van gogh fans to visit europe,0
3464,@united please explain why i need to pay bag fees twice equally 1200 because a delayed flight resulted in bags being rechecked overnight?,-1
3465,@united  watched the entire uncvsduke game on the tarmac before cancelled flighting my flight because crew timed out right before my 4hr flight....,-1
3466,@united reflight booking problems would not have made me reach on time for my meeting. also did not wanna take a chance booked myself on @etihad instead,-1
3467,@united  who can eat at an airport for 7? areyounew? incompetent no800number feeltheheat,0
3468,@united  vacation days: relevant ritz in pr for the night: 700 losing a day to idiots and sleeping at the newark ramada; priceless,-1
3469,@united  that time when i spent a night trying to sleep in a toddler bed at the airport ramada without my luggage you kidnapped furious,-1
3470,@united i am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! this is hell!!,-1
3471,@united fyi the siteapp still shows plenty of the unavailable flights i had errors with. almost 24 hrs after sellout. flying @americanair,-1
3472,@united sure... you have been saying that for as long as I have been tweeting about your obsolete fleet.  promises are free.,-1
3473,@united followed and messaged. thanks so much for the help.,1
3474,@united i did not.  that is why i am very concerned.,0
3475,@united please consider letting flyers with no overhead bin items boarddeplane first (after first class). make sense?,-1
3476,@united i will never be flying with unitedairlines ever again. 285 for checked bags? all under 50lbs? angrycustomer unitedairlinessuck,-1
3477,@united thanks jt,1
3478,@united trying to locate passenger that landed 2 hrs ago in @heathrowairport ua938. can you assist? is flight still in customs? please help,0
3479,@united thank you! off to la to do something very special.,1
3480,@united the flight turned around for mechanical reasons on 13015.  never to fly united again as they do not check their planes properly.,-1
3481,@united is it customary to upgrade a flight attendant in uniform vs passengers? one is in 1b on flt 1020 now to iah,-1
3482,.@united you should really have that addressed somewhere on the website find that completely irritating amp; am unable to take my flight now.,-1
3483,@united ua1740. 4.5 hr mechanical delay all i get is 50 voucher? will tweet when i book next trip not on ua.,-1
3484,@united spends 20 minutes beating up a lady about her bag fees.  random stranger comes up and pays the fee.  randomactsofcorporategreed,-1
3485,@united for a fee...,0
3486,@united hi.i am still waiting for the refund. this is ridiculous.or u approve my tickets or u give me a refund.please advise wht is going on,-1
3487,@united hi booked a flight yesterday and received an email w confirmation number but today i got this error no active flight segments,0
3488,@united any updates with the dot looking at the united fares from london to the us from last week?,0
3489,@united thanks mr i got rebooked already but i lost my first class seat. such is life.,-1
3490,@united booked a flight yesterday appeared in my account  confirm email but since a few hours all disappeared and err no segment in this,-1
3491,@united no we are boarding but why cannot your agents on the phone taking care of 1k travellers link reservations?!?!!,-1
3492,@united ewr ppl told me to call 1800 have 2xday since monday. still at layover loc. have that ref  tho. any help appreciated.,-1
3493,@united ruth was very helpful in rerouting us to punta cana when dulles connection failed. other reps not so helpful.,-1
3494,@united thank you!! ,1
3495,@united we booked at the same time and he called was told confirmed we were linked. even after he had to make changes to his rez.,-1
3496,@united you board a 630a flight and then cancelled flight it because it does not have a pilot?  now i miss my meeting atlanta because someone slept in?,-1
3497,@united i do not have a milage number. i cannot sent my mail to you via dm you are not following me. i follow you now so you can sent me a dm,0
3498,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it,-1
3499,@united thx. come hell or high water...,-1
3500,@united worried the cold weather or snow would delay us this morning but no it was the pilots. stillwaiting,-1
3501,@united rushed through the 6 degree weather to get to the airport on time. too bad the pilots did not do the same. stillwaiting.,-1
3502,@united refund?,0
3503,@united aisle please,0
3504,@united thanks for the quick reply! i just fill in the form idnumber8569822 hopetogetanswersoon,1
3505,@united  handed a slip of paperamp;said to call 1800. have called 2xday trying to get it sent still @ layover airport.have that ref  tho.,-1
3506,@united @staralliance good.  maybe that will make up for losing my medallion.  probablynot,0
3507,@united that is fine. I will take them.,1
3508,@united i live abroad and am flight booking problems flights for when i come visit the states :(,0
3509,@united i have.,0
3510,@united to recap you bounced me off my flight lied to me then hung up on me. what am i supposed to thinkdo now?,-1
3511,@united thank you! my second flight i already got bumped up to 1st! love it!,1
3512,@united ...she said she would need to get a supervisor. while waiting for the supervisor she hung up on me.,-1
3513,@united ...just called and lady at your overseas call center said she saw no note. i explained the situation...again...,-1
3514,@united ...she could not access seat map so she said she would note the upgrade in my itinerary and to call back late flightr...,-1
3515,@united spoke to someone on your feedback line last night who said she would get me a preferred choice seat for today...,-1
3516,@united all goods I will call tomorrow thanks.,1
3517,@united next day,0
3518,@united i filled out the form but i havent received any sort of email confirmation that its been received. is that normal?,0
3519,@united loses my luggage and @hotelstonight loses my reservation. after a 10 hour travel day. i just want to get to @startingbloc in the am!,-1
3520,@united oh flight was fine. my lost luggage? not so much. looks like I will be at least a half day late flight to my conference in santa monica...,-1
3521,@united 8h flight without a working screen for me and my friend and not possible to move to another place unitedfailsworsttripofmylife,-1
3522,@united @unitedflyerhd @unitedairline n26902 dreamliner leaves london heathrow. @b787fans ,0
